Sample,,"Baseline
Jitter (us)"
3360, 8;,8
3361, 2;,2
3362, 5;,5
3363, 3;,3
3364, 2;,2
3365, 6;,6
3366, 7;,7
3367, 3;,3
3368, 5;,5
3369, 7;,7
3370, 5;,5
3371, 0;,0
3372, 2;,2
3373, 1;,1
3374, 2;,2
3375, 4;,4
3376, 6;,6
3377, 5;,5
3378, 7;,7
3379, 1;,1
3380, 6;,6
3381, 1;,1
3382, 1;,1
3383, 5;,5
3384, 0;,0
3385, 9;,9
3386, 3;,3
3387, 6;,6
3388, 2;,2
3389, 7;,7
3390, 1;,1
3391, 1;,1
3392, 9;,9
3393, 6;,6
3394, 0;,0
3395, 8;,8
3396, 6;,6
3397, 5;,5
3398, 3;,3
3399, 2;,2
3400, 8;,8
3401, 2;,2
3402, 3;,3
3403, 2;,2
3404, 8;,8
3405, 7;,7
3406, 9;,9
3407, 6;,6
3408, 4;,4
3409, 7;,7
3410, 7;,7
3411, 9;,9
3412, 9;,9
3413, 3;,3
3414, 2;,2
3415, 0;,0
3416, 6;,6
3417, 8;,8
3418, 1;,1
3419, 5;,5
3420, 6;,6
3421, 2;,2
3422, 9;,9
3423, 3;,3
3424, 3;,3
3425, 2;,2
3426, 8;,8
3427, 4;,4
3428, 7;,7
3429, 8;,8
3430, 4;,4
3431, 4;,4
3432, 1;,1
3433, 2;,2
3434, 7;,7
3435, 2;,2
3436, 6;,6
3437, 3;,3
3438, 7;,7
3439, 6;,6
3440, 0;,0
3441, 6;,6
3442, 0;,0
3443, 1;,1
3444, 1;,1
3445, 9;,9
3446, 1;,1
3447, 6;,6
3448, 0;,0
3449, 4;,4
3450, 4;,4
3451, 2;,2
3452, 2;,2
3453, 3;,3
3454, 6;,6
3455, 0;,0
3456, 6;,6
3457, 5;,5
3458, 5;,5
3459, 0;,0
3460, 0;,0
3461, 1;,1
3462, 5;,5
3463, 2;,2
3464, 1;,1
3465, 0;,0
3466, 5;,5
3467, 2;,2
3468, 4;,4
3469, 4;,4
3470, 5;,5
3471, 3;,3
3472, 6;,6
3473, 5;,5
3474, 2;,2
3475, 0;,0
3476, 5;,5
3477, 4;,4
3478, 7;,7
3479, 4;,4
3480, 6;,6
3481, 0;,0
3482, 3;,3
3483, 7;,7
3484, 2;,2
3485, 2;,2
3486, 0;,0
3487, 3;,3
3488, 9;,9
3489, 2;,2
3490, 4;,4
3491, 3;,3
3492, 1;,1
3493, 2;,2
3494, 4;,4
3495, 7;,7
3496, 6;,6
3497, 3;,3
3498, 7;,7
3499, 6;,6
3500, 3;,3
3501, 8;,8
3502, 0;,0
3503, 2;,2
3504, 2;,2
3505, 0;,0
3506, 7;,7
3507, 6;,6
3508, 3;,3
3509, 8;,8
3510, 1;,1
3511, 2;,2
3512, 9;,9
3513, 3;,3
3514, 5;,5
3515, 9;,9
3516, 9;,9
3517, 5;,5
3518, 2;,2
3519, 0;,0
3520, 8;,8
3521, 2;,2
3522, 3;,3
3523, 2;,2
3524, 4;,4
3525, 1;,1
3526, 4;,4
3527, 858;,858
3528, 7;,7
3529, 4;,4
3530, 8;,8
3531, 0;,0
3532, 9;,9
3533, 2;,2
3534, 1;,1
3535, 0;,0
3536, 4;,4
3537, 8;,8
3538, 2;,2
3539, 2;,2
3540, 5;,5
3541, 2;,2
3542, 3;,3
3543, 8;,8
3544, 3;,3
3545, 2;,2
3546, 1;,1
3547, 8;,8
3548, 0;,0
3549, 3;,3
3550, 6;,6
3551, 2;,2
3552, 2;,2
3553, 7;,7
3554, 2;,2
3555, 5;,5
3556, 5;,5
3557, 4;,4
3558, 3;,3
3559, 1;,1
3560, 2;,2
3561, 6;,6
3562, 4;,4
3563, 4;,4
3564, 0;,0
3565, 9;,9
3566, 3;,3
3567, 6;,6
3568, 4;,4
3569, 7;,7
3570, 1;,1
3571, 2;,2
3572, 7;,7
3573, 4;,4
3574, 5;,5
3575, 0;,0
3576, 6;,6
3577, 5;,5
3578, 9;,9
3579, 2;,2
3580, 8;,8
3581, 2;,2
3582, 3;,3
3583, 5;,5
3584, 7;,7
3585, 3;,3
3586, 5;,5
3587, 6;,6
3588, 3;,3
3589, 5;,5
3590, 0;,0
3591, 9;,9
3592, 8;,8
3593, 3;,3
3594, 415;,415
3595, 2;,2
3596, 2;,2
3597, 8;,8
3598, 2;,2
3599, 4;,4
3600, 6;,6
3601, 6;,6
3602, 3;,3
3603, 4;,4
3604, 3;,3
3605, 2;,2
3606, 4;,4
3607, 3;,3
3608, 6;,6
3609, 8;,8
3610, 5;,5
3611, 5;,5
3612, 1;,1
3613, 2;,2
3614, 4;,4
3615, 7;,7
3616, 6;,6
3617, 6;,6
3618, 9;,9
3619, 1;,1
3620, 4;,4
3621, 6;,6
3622, 0;,0
3623, 8;,8
3624, 0;,0
3625, 9;,9
3626, 0;,0
3627, 1;,1
3628, 8;,8
3629, 6;,6
3630, 1;,1
3631, 1;,1
3632, 2;,2
3633, 9;,9
3634, 9;,9
3635, 4;,4
3636, 8;,8
3637, 4;,4
3638, 5;,5
3639, 4;,4
3640, 8;,8
3641, 7;,7
3642, 3;,3
3643, 3;,3
3644, 6;,6
3645, 6;,6
3646, 4;,4
3647, 7;,7
3648, 5;,5
3649, 6;,6
3650, 6;,6
3651, 8;,8
3652, 0;,0
3653, 3;,3
3654, 1;,1
3655, 0;,0
3656, 1;,1
3657, 9;,9
3658, 2;,2
3659, 4;,4
3660, 0;,0
3661, 3;,3
3662, 5;,5
3663, 4;,4
3664, 3;,3
3665, 2;,2
3666, 3;,3
3667, 9;,9
3668, 3;,3
3669, 7;,7
3670, 5;,5
3671, 1;,1
3672, 2;,2
3673, 2;,2
3674, 6;,6
3675, 2;,2
3676, 6;,6
3677, 7;,7
3678, 1;,1
3679, 1;,1
3680, 1;,1
3681, 9;,9
3682, 6;,6
3683, 8;,8
3684, 5;,5
3685, 7;,7
3686, 6;,6
3687, 2;,2
3688, 2;,2
3689, 5;,5
3690, 2;,2
3691, 0;,0
3692, 3;,3
3693, 1;,1
3694, 4;,4
3695, 1;,1
3696, 4;,4
3697, 8;,8
3698, 4;,4
3699, 8;,8
3700, 2;,2
3701, 3;,3
3702, 2;,2
3703, 3;,3
3704, 0;,0
3705, 0;,0
3706, 3;,3
3707, 4;,4
3708, 7;,7
3709, 8;,8
3710, 0;,0
3711, 9;,9
3712, 3;,3
3713, 1;,1
3714, 0;,0
3715, 4;,4
3716, 5;,5
3717, 1;,1
3718, 4;,4
3719, 6;,6
3720, 9;,9
3721, 0;,0
3722, 4;,4
3723, 9;,9
3724, 2;,2
3725, 1;,1
3726, 8;,8
3727, 0;,0
3728, 3;,3
3729, 0;,0
3730, 8;,8
3731, 0;,0
3732, 2;,2
3733, 0;,0
3734, 2;,2
3735, 6;,6
3736, 1;,1
3737, 8;,8
3738, 1;,1
3739, 3;,3
3740, 7;,7
3741, 9;,9
3742, 4;,4
3743, 0;,0
3744, 8;,8
3745, 4;,4
3746, 6;,6
3747, 9;,9
3748, 3;,3
3749, 1;,1
3750, 5;,5
3751, 1;,1
3752, 4;,4
3753, 5;,5
3754, 0;,0
3755, 6;,6
3756, 4;,4
3757, 5;,5
3758, 0;,0
3759, 8;,8
3760, 2;,2
3761, 4;,4
3762, 6;,6
3763, 6;,6
3764, 0;,0
3765, 5;,5
3766, 7;,7
3767, 4;,4
3768, 0;,0
3769, 1;,1
3770, 6;,6
3771, 9;,9
3772, 9;,9
3773, 1;,1
3774, 0;,0
3775, 5;,5
3776, 5;,5
3777, 2;,2
3778, 4;,4
3779, 6;,6
3780, 6;,6
3781, 7;,7
3782, 4;,4
3783, 9;,9
3784, 6;,6
3785, 7;,7
3786, 7;,7
3787, 2;,2
3788, 2;,2
3789, 4;,4
3790, 1;,1
3791, 2;,2
3792, 2;,2
3793, 4;,4
3794, 7;,7
3795, 8;,8
3796, 3;,3
3797, 8;,8
3798, 1;,1
3799, 8;,8
3800, 2;,2
3801, 4;,4
3802, 0;,0
3803, 1;,1
3804, 0;,0
3805, 6;,6
3806, 5;,5
3807, 7;,7
3808, 8;,8
3809, 1;,1
3810, 8;,8
3811, 2;,2
3812, 3;,3
3813, 5;,5
3814, 9;,9
3815, 6;,6
3816, 4;,4
3817, 4;,4
3818, 1;,1
3819, 8;,8
3820, 2;,2
3821, 3;,3
3822, 2;,2
3823, 7;,7
3824, 5;,5
3825, 4;,4
3826, 7;,7
3827, 4;,4
3828, 4;,4
3829, 0;,0
3830, 3;,3
3831, 0;,0
3832, 1;,1
3833, 1;,1
3834, 7;,7
3835, 0;,0
3836, 9;,9
3837, 7;,7
3838, 4;,4
3839, 4;,4
3840, 8;,8
3841, 3;,3
3842, 0;,0
3843, 3;,3
3844, 2;,2
3845, 9;,9
3846, 5;,5
3847, 0;,0
3848, 7;,7
3849, 5;,5
3850, 292;,292
3851, 8;,8
3852, 6;,6
3853, 4;,4
3854, 3;,3
3855, 2;,2
3856, 3;,3
3857, 3;,3
3858, 0;,0
3859, 7;,7
3860, 2;,2
3861, 9;,9
3862, 5;,5
3863, 6;,6
3864, 4;,4
3865, 7;,7
3866, 7;,7
3867, 0;,0
3868, 3;,3
3869, 1;,1
3870, 6;,6
3871, 1;,1
3872, 8;,8
3873, 8;,8
3874, 1;,1
3875, 6;,6
3876, 6;,6
3877, 1;,1
3878, 3;,3
3879, 8;,8
3880, 1;,1
3881, 1;,1
3882, 9;,9
3883, 3;,3
3884, 2;,2
3885, 5;,5
3886, 6;,6
3887, 5;,5
3888, 2;,2
3889, 6;,6
3890, 0;,0
3891, 0;,0
3892, 3;,3
3893, 2;,2
3894, 4;,4
3895, 4;,4
3896, 5;,5
3897, 8;,8
3898, 5;,5
3899, 7;,7
3900, 2;,2
3901, 0;,0
3902, 9;,9
3903, 4;,4
3904, 2;,2
3905, 0;,0
3906, 6;,6
3907, 3;,3
3908, 7;,7
3909, 5;,5
3910, 0;,0
3911, 4;,4
3912, 8;,8
3913, 4;,4
3914, 3;,3
3915, 2;,2
3916, 3;,3
3917, 342;,342
3918, 0;,0
3919, 2;,2
3920, 2;,2
3921, 9;,9
3922, 2;,2
3923, 0;,0
3924, 7;,7
3925, 2;,2
3926, 6;,6
3927, 2;,2
3928, 8;,8
3929, 7;,7
3930, 5;,5
3931, 6;,6
3932, 0;,0
3933, 8;,8
3934, 2;,2
3935, 5;,5
3936, 1;,1
3937, 1;,1
3938, 1;,1
3939, 8;,8
3940, 7;,7
3941, 2;,2
3942, 2;,2
3943, 3;,3
3944, 1;,1
3945, 0;,0
3946, 6;,6
3947, 5;,5
3948, 5;,5
3949, 9;,9
3950, 9;,9
3951, 8;,8
3952, 8;,8
3953, 2;,2
3954, 1;,1
3955, 9;,9
3956, 4;,4
3957, 7;,7
3958, 5;,5
3959, 6;,6
3960, 5;,5
3961, 5;,5
3962, 3;,3
3963, 8;,8
3964, 2;,2
3965, 2;,2
3966, 3;,3
3967, 4;,4
3968, 8;,8
3969, 4;,4
3970, 0;,0
3971, 0;,0
3972, 0;,0
3973, 7;,7
3974, 1;,1
3975, 6;,6
3976, 7;,7
3977, 7;,7
3978, 5;,5
3979, 3;,3
3980, 1;,1
3981, 0;,0
3982, 7;,7
3983, 0;,0
3984, 4;,4
3985, 3;,3
3986, 1;,1
3987, 3;,3
3988, 8;,8
3989, 9;,9
3990, 8;,8
3991, 7;,7
3992, 0;,0
3993, 7;,7
3994, 4;,4
3995, 6;,6
3996, 5;,5
3997, 1;,1
3998, 6;,6
3999, 9;,9
4000, 1;,1
4001, 2;,2
4002, 4;,4
4003, 3;,3
4004, 0;,0
4005, 0;,0
4006, 6;,6
4007, 4;,4
4008, 6;,6
4009, 9;,9
4010, 0;,0
4011, 0;,0
4012, 4;,4
4013, 2;,2
4014, 8;,8
4015, 4;,4
4016, 9;,9
4017, 8;,8
4018, 5;,5
4019, 7;,7
4020, 9;,9
4021, 4;,4
4022, 0;,0
4023, 2;,2
4024, 3;,3
4025, 4;,4
4026, 6;,6
4027, 1;,1
4028, 3;,3
4029, 7;,7
4030, 0;,0
4031, 9;,9
4032, 5;,5
4033, 8;,8
4034, 3;,3
4035, 2;,2
4036, 0;,0
4037, 8;,8
4038, 0;,0
4039, 8;,8
4040, 6;,6
4041, 4;,4
4042, 9;,9
4043, 4;,4
4044, 0;,0
4045, 7;,7
4046, 6;,6
4047, 1;,1
4048, 9;,9
4049, 1;,1
4050, 2;,2
4051, 6;,6
4052, 6;,6
4053, 5;,5
4054, 4;,4
4055, 6;,6
4056, 9;,9
4057, 5;,5
4058, 2;,2
4059, 3;,3
4060, 1;,1
4061, 2;,2
4062, 8;,8
4063, 7;,7
4064, 1;,1
4065, 0;,0
4066, 6;,6
4067, 5;,5
4068, 2;,2
4069, 5;,5
4070, 4;,4
4071, 9;,9
4072, 0;,0
4073, 2;,2
4074, 4;,4
4075, 5;,5
4076, 9;,9
4077, 6;,6
4078, 4;,4
4079, 0;,0
4080, 1;,1
4081, 0;,0
4082, 9;,9
4083, 4;,4
4084, 2;,2
4085, 4;,4
4086, 1;,1
4087, 3;,3
4088, 2;,2
4089, 5;,5
4090, 8;,8
4091, 1;,1
4092, 4;,4
4093, 3;,3
4094, 3;,3
4095, 2;,2
4096, 5;,5
4097, 3;,3
4098, 6;,6
4099, 7;,7
4100, 4;,4
4101, 0;,0
4102, 1;,1
4103, 2;,2
4104, 3;,3
4105, 8;,8
4106, 6;,6
4107, 4;,4
4108, 4;,4
4109, 0;,0
4110, 9;,9
4111, 6;,6
4112, 9;,9
4113, 7;,7
4114, 4;,4
4115, 8;,8
4116, 1;,1
4117, 1;,1
4118, 6;,6
4119, 8;,8
4120, 3;,3
4121, 2;,2
4122, 1;,1
4123, 4;,4
4124, 6;,6
4125, 4;,4
4126, 6;,6
4127, 5;,5
4128, 5;,5
4129, 5;,5
4130, 3;,3
4131, 7;,7
4132, 3;,3
4133, 2;,2
4134, 5;,5
4135, 9;,9
4136, 9;,9
4137, 7;,7
4138, 4;,4
4139, 7;,7
4140, 5;,5
4141, 4;,4
4142, 5;,5
4143, 3;,3
4144, 2;,2
4145, 0;,0
4146, 1;,1
4147, 3;,3
4148, 2;,2
4149, 5;,5
4150, 3;,3
4151, 3;,3
4152, 2;,2
4153, 4;,4
4154, 3;,3
4155, 2;,2
4156, 4;,4
4157, 3;,3
4158, 3;,3
4159, 9;,9
4160, 4;,4
4161, 1;,1
4162, 2;,2
4163, 8;,8
4164, 1;,1
4165, 2;,2
4166, 6;,6
4167, 3;,3
4168, 3;,3
4169, 1;,1
4170, 6;,6
4171, 1;,1
4172, 0;,0
4173, 6;,6
4174, 246;,246
4175, 7;,7
4176, 5;,5
4177, 6;,6
4178, 6;,6
4179, 0;,0
4180, 3;,3
4181, 2;,2
4182, 0;,0
4183, 3;,3
4184, 1;,1
4185, 0;,0
4186, 8;,8
4187, 8;,8
4188, 0;,0
4189, 3;,3
4190, 8;,8
4191, 9;,9
4192, 7;,7
4193, 2;,2
4194, 4;,4
4195, 3;,3
4196, 8;,8
4197, 1;,1
4198, 1;,1
4199, 5;,5
4200, 8;,8
4201, 8;,8
4202, 0;,0
4203, 8;,8
4204, 6;,6
4205, 9;,9
4206, 8;,8
4207, 7;,7
4208, 0;,0
4209, 3;,3
4210, 0;,0
4211, 7;,7
4212, 7;,7
4213, 7;,7
4214, 8;,8
4215, 1;,1
4216, 4;,4
4217, 3;,3
4218, 4;,4
4219, 1;,1
4220, 5;,5
4221, 7;,7
4222, 5;,5
4223, 2;,2
4224, 4;,4
4225, 3;,3
4226, 6;,6
4227, 1;,1
4228, 8;,8
4229, 1;,1
4230, 7;,7
4231, 6;,6
4232, 9;,9
4233, 8;,8
4234, 5;,5
4235, 7;,7
4236, 8;,8
4237, 6;,6
4238, 9;,9
4239, 8;,8
4240, 1;,1
4241, 299;,299
4242, 0;,0
4243, 8;,8
4244, 9;,9
4245, 4;,4
4246, 3;,3
4247, 5;,5
4248, 5;,5
4249, 0;,0
4250, 9;,9
4251, 0;,0
4252, 3;,3
4253, 7;,7
4254, 1;,1
4255, 4;,4
4256, 0;,0
4257, 7;,7
4258, 5;,5
4259, 0;,0
4260, 2;,2
4261, 5;,5
4262, 9;,9
4263, 3;,3
4264, 3;,3
4265, 89;,89
4266, 3;,3
4267, 1;,1
4268, 2;,2
4269, 5;,5
4270, 6;,6
4271, 5;,5
4272, 3;,3
4273, 3;,3
4274, 3;,3
4275, 3;,3
4276, 2;,2
4277, 2;,2
4278, 1;,1
4279, 2;,2
4280, 2;,2
4281, 9;,9
4282, 6;,6
4283, 0;,0
4284, 4;,4
4285, 8;,8
4286, 6;,6
4287, 4;,4
4288, 3;,3
4289, 1;,1
4290, 3;,3
4291, 3;,3
4292, 9;,9
4293, 0;,0
4294, 5;,5
4295, 9;,9
4296, 6;,6
4297, 9;,9
4298, 3;,3
4299, 3;,3
4300, 1;,1
4301, 2;,2
4302, 2;,2
4303, 4;,4
4304, 5;,5
4305, 8;,8
4306, 6;,6
4307, 5;,5
4308, 0;,0
4309, 7;,7
4310, 3;,3
4311, 2;,2
4312, 3;,3
4313, 2;,2
4314, 4;,4
4315, 7;,7
4316, 3;,3
4317, 8;,8
4318, 5;,5
4319, 6;,6
4320, 6;,6
4321, 8;,8
4322, 0;,0
4323, 3;,3
4324, 2;,2
4325, 0;,0
4326, 8;,8
4327, 4;,4
4328, 2;,2
4329, 5;,5
4330, 6;,6
4331, 9;,9
4332, 4;,4
4333, 8;,8
4334, 0;,0
4335, 2;,2
4336, 4;,4
4337, 9;,9
4338, 4;,4
4339, 8;,8
4340, 5;,5
4341, 1;,1
4342, 7;,7
4343, 2;,2
4344, 6;,6
4345, 8;,8
4346, 6;,6
4347, 4;,4
4348, 3;,3
4349, 1;,1
4350, 2;,2
4351, 6;,6
4352, 9;,9
4353, 1;,1
4354, 5;,5
4355, 0;,0
4356, 3;,3
4357, 6;,6
4358, 8;,8
4359, 8;,8
4360, 0;,0
4361, 2;,2
4362, 3;,3
4363, 9;,9
4364, 3;,3
4365, 2;,2
4366, 5;,5
4367, 5;,5
4368, 5;,5
4369, 3;,3
4370, 8;,8
4371, 2;,2
4372, 3;,3
4373, 2;,2
4374, 8;,8
4375, 0;,0
4376, 8;,8
4377, 3;,3
4378, 4;,4
4379, 6;,6
4380, 5;,5
4381, 5;,5
4382, 8;,8
4383, 3;,3
4384, 2;,2
4385, 9;,9
4386, 2;,2
4387, 3;,3
4388, 3;,3
4389, 5;,5
4390, 6;,6
4391, 8;,8
4392, 5;,5
4393, 4;,4
4394, 3;,3
4395, 2;,2
4396, 0;,0
4397, 9;,9
4398, 1;,1
4399, 5;,5
4400, 5;,5
4401, 9;,9
4402, 1;,1
4403, 0;,0
4404, 1;,1
4405, 7;,7
4406, 8;,8
4407, 5;,5
4408, 3;,3
4409, 3;,3
4410, 0;,0
4411, 6;,6
4412, 0;,0
4413, 7;,7
4414, 0;,0
4415, 9;,9
4416, 0;,0
4417, 1;,1
4418, 6;,6
4419, 8;,8
4420, 5;,5
4421, 8;,8
4422, 3;,3
4423, 4;,4
4424, 8;,8
4425, 2;,2
4426, 6;,6
4427, 5;,5
4428, 4;,4
4429, 6;,6
4430, 8;,8
4431, 2;,2
4432, 7;,7
4433, 2;,2
4434, 1;,1
4435, 5;,5
4436, 4;,4
4437, 7;,7
4438, 5;,5
4439, 6;,6
4440, 8;,8
4441, 4;,4
4442, 0;,0
4443, 7;,7
4444, 6;,6
4445, 9;,9
4446, 5;,5
4447, 0;,0
4448, 2;,2
4449, 5;,5
4450, 6;,6
4451, 5;,5
4452, 8;,8
4453, 3;,3
4454, 1;,1
4455, 3;,3
4456, 7;,7
4457, 8;,8
4458, 2;,2
4459, 1;,1
4460, 5;,5
4461, 4;,4
4462, 1;,1
4463, 2;,2
4464, 4;,4
4465, 5;,5
4466, 1;,1
4467, 2;,2
4468, 8;,8
4469, 1;,1
4470, 8;,8
4471, 2;,2
4472, 0;,0
4473, 7;,7
4474, 0;,0
4475, 9;,9
4476, 3;,3
4477, 7;,7
4478, 8;,8
4479, 7;,7
4480, 1;,1
4481, 7;,7
4482, 0;,0
4483, 3;,3
4484, 1;,1
4485, 4;,4
4486, 6;,6
4487, 3;,3
4488, 1;,1
4489, 4;,4
4490, 8;,8
4491, 2;,2
4492, 3;,3
4493, 2;,2
4494, 4;,4
4495, 9;,9
4496, 3;,3
4497, 7;,7
4498, 324;,324
4499, 8;,8
4500, 8;,8
4501, 2;,2
4502, 0;,0
4503, 1;,1
4504, 5;,5
4505, 2;,2
4506, 5;,5
4507, 8;,8
4508, 4;,4
4509, 5;,5
4510, 0;,0
4511, 8;,8
4512, 6;,6
4513, 0;,0
4514, 1;,1
4515, 0;,0
4516, 3;,3
4517, 6;,6
4518, 5;,5
4519, 8;,8
4520, 4;,4
4521, 0;,0
4522, 6;,6
4523, 1;,1
4524, 2;,2
4525, 2;,2
4526, 1;,1
4527, 4;,4
4528, 8;,8
4529, 0;,0
4530, 8;,8
4531, 1;,1
4532, 0;,0
4533, 1;,1
4534, 2;,2
4535, 4;,4
4536, 6;,6
4537, 3;,3
4538, 3;,3
4539, 3;,3
4540, 1;,1
4541, 3;,3
4542, 6;,6
4543, 4;,4
4544, 0;,0
4545, 0;,0
4546, 6;,6
4547, 6;,6
4548, 1;,1
4549, 0;,0
4550, 7;,7
4551, 2;,2
4552, 2;,2
4553, 3;,3
4554, 1;,1
4555, 6;,6
4556, 0;,0
4557, 6;,6
4558, 5;,5
4559, 6;,6
4560, 0;,0
4561, 8;,8
4562, 4;,4
4563, 5;,5
4564, 7;,7
4565, 275;,275
4566, 4;,4
4567, 7;,7
4568, 6;,6
4569, 5;,5
4570, 6;,6
4571, 2;,2
4572, 5;,5
4573, 8;,8
4574, 3;,3
4575, 2;,2
4576, 4;,4
4577, 2;,2
4578, 0;,0
4579, 7;,7
4580, 5;,5
4581, 0;,0
4582, 0;,0
4583, 6;,6
4584, 4;,4
4585, 3;,3
4586, 2;,2
4587, 8;,8
4588, 8;,8
4589, 5;,5
4590, 8;,8
4591, 2;,2
4592, 0;,0
4593, 0;,0
4594, 1;,1
4595, 3;,3
4596, 4;,4
4597, 6;,6
4598, 2;,2
4599, 1;,1
4600, 1;,1
4601, 5;,5
4602, 6;,6
4603, 0;,0
4604, 9;,9
4605, 8;,8
4606, 5;,5
4607, 4;,4
4608, 0;,0
4609, 6;,6
4610, 2;,2
4611, 5;,5
4612, 2;,2
4613, 1;,1
4614, 4;,4
4615, 7;,7
4616, 0;,0
4617, 6;,6
4618, 4;,4
4619, 5;,5
4620, 1;,1
4621, 1;,1
4622, 6;,6
4623, 3;,3
4624, 2;,2
4625, 8;,8
4626, 2;,2
4627, 4;,4
4628, 7;,7
4629, 5;,5
4630, 6;,6
4631, 8;,8
4632, 8;,8
4633, 5;,5
4634, 3;,3
4635, 1;,1
4636, 5;,5
4637, 8;,8
4638, 0;,0
4639, 7;,7
4640, 5;,5
4641, 2;,2
4642, 0;,0
4643, 6;,6
4644, 8;,8
4645, 8;,8
4646, 1;,1
4647, 3;,3
4648, 3;,3
4649, 8;,8
4650, 6;,6
4651, 2;,2
4652, 0;,0
4653, 6;,6
4654, 5;,5
4655, 6;,6
4656, 4;,4
4657, 6;,6
4658, 6;,6
4659, 3;,3
4660, 8;,8
4661, 2;,2
4662, 1;,1
4663, 9;,9
4664, 0;,0
4665, 5;,5
4666, 8;,8
4667, 7;,7
4668, 0;,0
4669, 2;,2
4670, 8;,8
4671, 8;,8
4672, 1;,1
4673, 0;,0
4674, 4;,4
4675, 1;,1
4676, 0;,0
4677, 2;,2
4678, 2;,2
4679, 1;,1
4680, 4;,4
4681, 5;,5
4682, 1;,1
4683, 8;,8
4684, 2;,2
4685, 4;,4
4686, 4;,4
4687, 8;,8
4688, 4;,4
4689, 5;,5
4690, 5;,5
4691, 4;,4
4692, 0;,0
4693, 9;,9
4694, 3;,3
4695, 2;,2
4696, 3;,3
4697, 5;,5
4698, 1;,1
4699, 3;,3
4700, 3;,3
4701, 4;,4
4702, 0;,0
4703, 6;,6
4704, 4;,4
4705, 1;,1
4706, 1;,1
4707, 3;,3
4708, 3;,3
4709, 0;,0
4710, 8;,8
4711, 7;,7
4712, 7;,7
4713, 8;,8
4714, 5;,5
4715, 0;,0
4716, 1;,1
4717, 6;,6
4718, 4;,4
4719, 3;,3
4720, 6;,6
4721, 7;,7
4722, 5;,5
4723, 7;,7
4724, 9;,9
4725, 0;,0
4726, 6;,6
4727, 9;,9
4728, 0;,0
4729, 5;,5
4730, 3;,3
4731, 1;,1
4732, 2;,2
4733, 1;,1
4734, 1;,1
4735, 4;,4
4736, 8;,8
4737, 7;,7
4738, 6;,6
4739, 5;,5
4740, 2;,2
4741, 8;,8
4742, 0;,0
4743, 3;,3
4744, 5;,5
4745, 4;,4
4746, 9;,9
4747, 4;,4
4748, 7;,7
4749, 5;,5
4750, 7;,7
4751, 5;,5
4752, 2;,2
4753, 0;,0
4754, 3;,3
4755, 5;,5
4756, 2;,2
4757, 5;,5
4758, 1;,1
4759, 3;,3
4760, 4;,4
4761, 1;,1
4762, 0;,0
4763, 9;,9
4764, 3;,3
4765, 3;,3
4766, 2;,2
4767, 8;,8
4768, 4;,4
4769, 2;,2
4770, 3;,3
4771, 2;,2
4772, 9;,9
4773, 2;,2
4774, 0;,0
4775, 4;,4
4776, 7;,7
4777, 6;,6
4778, 2;,2
4779, 7;,7
4780, 0;,0
4781, 0;,0
4782, 6;,6
4783, 4;,4
4784, 0;,0
4785, 4;,4
4786, 6;,6
4787, 8;,8
4788, 8;,8
4789, 2;,2
4790, 0;,0
4791, 0;,0
4792, 2;,2
4793, 8;,8
4794, 3;,3
4795, 0;,0
4796, 3;,3
4797, 6;,6
4798, 5;,5
4799, 8;,8
4800, 2;,2
4801, 0;,0
4802, 9;,9
4803, 4;,4
4804, 2;,2
4805, 2;,2
4806, 2;,2
4807, 8;,8
4808, 7;,7
4809, 5;,5
4810, 6;,6
4811, 3;,3
4812, 0;,0
4813, 8;,8
4814, 3;,3
4815, 2;,2
4816, 4;,4
4817, 5;,5
4818, 1;,1
4819, 3;,3
4820, 5;,5
4821, 6;,6
4822, 6;,6
4823, 8;,8
4824, 8;,8
4825, 3;,3
4826, 2;,2
4827, 4;,4
4828, 8;,8
4829, 0;,0
4830, 7;,7
4831, 2;,2
4832, 9;,9
4833, 7;,7
4834, 7;,7
4835, 9;,9
4836, 2;,2
4837, 6;,6
4838, 8;,8
4839, 2;,2
4840, 5;,5
4841, 7;,7
4842, 6;,6
4843, 8;,8
4844, 2;,2
4845, 8;,8
4846, 2;,2
4847, 0;,0
4848, 6;,6
4849, 5;,5
4850, 8;,8
4851, 1;,1
4852, 2;,2
4853, 4;,4
4854, 8;,8
4855, 1;,1
4856, 6;,6
4857, 4;,4
4858, 5;,5
4859, 0;,0
4860, 3;,3
4861, 2;,2
4862, 0;,0
4863, 3;,3
4864, 2;,2
4865, 2;,2
4866, 1;,1
4867, 5;,5
4868, 7;,7
4869, 5;,5
4870, 6;,6
4871, 3;,3
4872, 8;,8
4873, 0;,0
4874, 3;,3
4875, 2;,2
4876, 8;,8
4877, 5;,5
4878, 2;,2
4879, 3;,3
4880, 4;,4
4881, 6;,6
4882, 0;,0
4883, 6;,6
4884, 3;,3
4885, 3;,3
4886, 2;,2
4887, 0;,0
4888, 8;,8
4889, 0;,0
4890, 5;,5
4891, 8;,8
4892, 8;,8
4893, 5;,5
4894, 1;,1
4895, 0;,0
4896, 0;,0
4897, 6;,6
4898, 8;,8
4899, 9;,9
4900, 1;,1
4901, 4;,4
4902, 9;,9
4903, 0;,0
4904, 5;,5
4905, 9;,9
4906, 2;,2
4907, 8;,8
4908, 0;,0
4909, 1;,1
4910, 3;,3
4911, 1;,1
4912, 2;,2
